q_delay,q_depth,sending_rate,data_sent,interarrival_time,CCA
0.000309,0,0.2174976890870456,0.011999999999999567,0.055173,cubic
0.000246,0,0.21414040472537305,0.012000000000000455,0.056038,cubic
0.000345,0,0.27276446788199427,0.012000000000000455,0.043994,cubic
0.000304,0,0.2144848788160516,0.012000000000000455,0.055948,cubic
0.0004,0,0.21377799155574578,0.011999999999998678,0.056133,cubic
0.00028,0,0.2144120642521567,0.012000000000000455,0.055967,cubic
0.000262,0,0.2147305132059347,0.012000000000000455,0.055884,cubic
0.000352,0,0.21414422613631093,0.012000000000000455,0.056037,cubic
0.000252,0,0.30095553381984497,0.011999999999998678,0.039873,cubic
0.000376,0,0.29923694578825133,0.012000000000000455,0.040102,cubic
0.00039,0,0.3006313257841581,0.012000000000000455,0.039916,cubic
0.000324,0,0.21387324445712652,0.012000000000000455,0.056108,cubic
0.000371,0,0.25038078744754894,0.011999999999998678,0.047927,cubic
0.000444,0,0.16542369142968052,0.012000000000000455,0.072541,cubic
0.374912,31,77.33703190013874,0.44608000000000025,0.005768,cubic
0.463229,38,80.98926928972894,0.15849599999999953,0.001957,cubic
0.511385,42,53.48521358159911,0.09766399999999997,0.001826,cubic
0.555926,46,11.627075351213378,0.1092480000000009,0.009396,cubic
0.568439,47,6.900964265456557,0.06083199999999955,0.008815,cubic
0.596761,49,5.045619461131294,0.08483200000000046,0.016813,cubic
0.641001,53,12.857243733082163,0.10924799999999912,0.008497,cubic
0.669951,55,21.128767123287783,0.08483200000000046,0.004015,cubic
0.67726,56,6.854024556616558,0.055263999999999314,0.008063,cubic
0.642081,53,1.5279828530604058,0.012832000000001287,0.047213,cubic
0.597873,49,3.1374083129583155,0.01283199999999951,0.05623,cubic
0.558114,46,1.644284982060419,0.01283199999999951,0.051814,cubic
0.522017,43,1.6390343594328154,0.01283199999999951,0.048137,cubic
0.482178,39,1.1328683676173115,0.012832000000001287,0.051927,cubic
0.442461,36,4.0415748031494525,0.01283199999999951,0.051771,cubic
0.402265,33,0.3989204472432844,0.012415999999999983,0.052229,cubic
0.369896,30,0.8389669826740445,0.01283199999999951,0.044529,cubic
0.338135,28,0.35426712700088403,0.012415999999999983,0.043708,cubic
0.282406,23,0.7152961503159017,0.013248000000000815,0.067783,cubic
0.250478,20,5.785392245265785,0.01283199999999951,0.044002,cubic
0.206533,17,1.2882240738881148,0.01283199999999951,0.055968,cubic
0.162732,13,2.2116511547744375,0.012832000000001287,0.055942,cubic
0.110024,9,0.1857671408888753,0.011999999999998678,0.064597,cubic
0.070703,5,0.2323825015976385,0.012000000000000455,0.051639,cubic
0.039014,3,0.27451787797681365,0.012000000000000455,0.043713,cubic
0.000411,0,0.22996876257642543,0.012000000000000455,0.052181,cubic
0.000437,0,0.214822771213725,0.011999999999998678,0.05586,cubic
0.000438,0,0.18736825669451876,0.012000000000000455,0.064045,cubic
0.000301,0,0.25011463587478544,0.012000000000000455,0.047978,cubic
0.000358,0,0.2492677759082789,0.012000000000000455,0.048141,cubic
0.000325,0,0.23062730627303732,0.011999999999998678,0.052032,cubic
0.000545,0,0.2977445847703758,0.012000000000000455,0.040303,cubic
0.000386,0,0.21335609131641517,0.012000000000000455,0.056244,cubic
0.000872,0,0.20035395866030745,0.012000000000000455,0.059894,cubic
0.000269,0,0.20112630732097542,0.011999999999998678,0.059664,cubic
0.000317,0,0.25141420490258654,0.012000000000000455,0.04773,cubic
0.000381,0,0.24883875248839693,0.012000000000000455,0.048224,cubic
0.000338,0,0.30070666065254487,0.012000000000000455,0.039906,cubic
0.000364,0,0.2991101473117146,0.011999999999998678,0.040119,cubic
0.413752,33,104.24686595949854,0.4324159999999999,0.004148,cubic
0.474276,39,27.84763839512454,0.10966400000000043,0.003938,cubic
0.514514,42,25.99817905918043,0.08566399999999952,0.011811,cubic
0.590658,48,17.200360313988075,0.13366400000000134,0.007771,cubic
0.635498,52,7.488404778636682,0.08524799999999999,0.011384,cubic
0.683801,56,58.079744816586455,0.10924799999999912,0.001881,cubic
0.712214,59,8.760921202106832,0.08483200000000046,0.009683,cubic
0.756775,62,58.327816337426114,0.10924799999999912,0.001873,cubic
0.760774,63,2.53167804297041,0.05526400000000109,0.033514,cubic
0.732809,60,6.796610169491267,0.01283199999999951,0.039996,cubic
0.696892,57,7.460465116278785,0.01283199999999951,0.048024,cubic
0.616859,51,1.4147800085434443,0.013248000000000815,0.092055,cubic
0.581028,48,0.587990149649554,0.012415999999999983,0.048006,cubic
0.552904,45,0.991423935718111,0.01283199999999951,0.040045,cubic
0.521083,43,1.472572871241624,0.01283199999999951,0.043866,cubic
0.453184,37,2.9945750452081406,0.013248000000000815,0.080063,cubic
0.409054,33,48.97709923663935,0.01283199999999951,0.05605,cubic
0.348866,28,0.5345998416864355,0.01283199999999951,0.072253,cubic
0.3051,25,0.6441120369441465,0.012832000000001287,0.055837,cubic
0.269375,22,1.7580490478147022,0.01283199999999951,0.047813,cubic
0.217498,18,0.5507296137338845,0.01283199999999951,0.063996,cubic
0.188888,15,3.6558404558408224,0.012832000000001287,0.040572,cubic
0.157365,13,0.5373496061629006,0.012415999999999983,0.043503,cubic
0.085271,7,0.14247551202135564,0.011999999999998678,0.084225,cubic
0.025443,2,0.16704483761850378,0.012000000000000455,0.071837,cubic
0.000996,0,0.22763919188087745,0.012000000000000455,0.052715,cubic
0.000363,0,0.23527566465376157,0.012000000000000455,0.051004,cubic
0.000408,0,0.2141518693673361,0.011999999999998678,0.056035,cubic
0.000714,0,0.2651113467656516,0.012000000000000455,0.045264,cubic
0.000976,0,0.2523818537447253,0.012000000000000455,0.047547,cubic
0.000428,0,0.2510355215263055,0.012000000000000455,0.047802,cubic
0.000326,0,0.2525518257392124,0.011999999999998678,0.047515,cubic
0.000387,0,0.18726007303143558,0.012000000000000455,0.064082,cubic
0.000716,0,0.19942830552417162,0.012000000000000455,0.060172,cubic
0.000548,0,0.2976190476190589,0.012000000000000455,0.04032,cubic
0.000978,0,0.23123614991807842,0.011999999999998678,0.051895,cubic
0.000578,0,0.2007628990162694,0.012000000000000455,0.059772,cubic
0.000623,0,0.24898331811769553,0.012000000000000455,0.048196,cubic
0.001114,0,0.2966112168474844,0.011999999999998678,0.040457,cubic
0.437959,36,110.96333871339655,0.4812480000000008,0.004337,cubic
0.50143,41,146.80589022757755,0.10966400000000043,0.000747,cubic
0.535444,44,13.653809372011398,0.08566399999999952,0.015338,cubic
0.604171,50,15.81241858445519,0.1092480000000009,0.006909,cubic
0.664379,55,15.826814836195505,0.10966399999999865,0.006929,cubic
0.75654,62,136.3816131830017,0.15724800000000094,0.001153,cubic
0.788552,65,15.426804873613467,0.08483200000000046,0.005499,cubic
0.761982,63,1.48968409015097,0.031263999999998404,0.044342,cubic
0.729948,60,0.7682912226081479,0.012832000000001287,0.043982,cubic
0.713456,59,4.083550913838049,0.03753599999999935,0.032325,cubic
0.681819,56,3.7441364605545644,0.014048000000000727,0.043553,cubic
0.645387,53,0.8466349762321876,0.013536000000000215,0.048488,cubic
0.5863,48,4.87609187965059,0.015071999999999974,0.071173,cubic
0.550264,45,4.607215793055969,0.013535999999998438,0.048111,cubic
0.489436,40,0.9311844461499896,0.014560000000001239,0.072818,cubic
0.434696,36,1.439304072755977,0.014559999999999462,0.067052,cubic
0.386525,32,1.3943424317618587,0.014048000000000727,0.06014,cubic
0.318676,26,2.716875871687362,0.01558399999999871,0.079775,cubic
0.262873,21,10.58139534883811,0.014560000000001239,0.0679,cubic
0.190871,15,15.798742138364753,0.015071999999999974,0.083966,cubic
0.138675,11,2.3957219251335524,0.01343999999999923,0.06427,cubic
0.09043,7,0.1991139429538629,0.012000000000000455,0.060267,cubic
0.050805,4,0.23234200743495304,0.012000000000000455,0.051648,cubic
0.006838,0,0.21416715746637896,0.011999999999998678,0.056031,cubic
0.000573,0,0.23018049987532763,0.012000000000000455,0.052133,cubic
0.000413,0,0.2728823194997261,0.012000000000000455,0.043975,cubic
0.000649,0,0.29979763659530956,0.012000000000000455,0.040027,cubic
0.00057,0,0.2742418355919894,0.011999999999998678,0.043757,cubic
0.000409,0,0.24934028715690681,0.012000000000000455,0.048127,cubic
0.000571,0,0.2146498524282346,0.012000000000000455,0.055905,cubic
0.000548,0,0.2965965545367027,0.012000000000000455,0.040459,cubic
0.000344,0,0.23279273686658414,0.011999999999998678,0.051548,cubic
0.000352,0,0.18749707035828275,0.012000000000000455,0.064001,cubic
0.000571,0,0.2710700490185108,0.012000000000000455,0.044269,cubic
0.000589,0,0.1983536645839607,0.012000000000000455,0.060498,cubic
0.000798,0,0.23274758524377748,0.011999999999998678,0.051558,cubic
0.000902,0,0.24736657665272732,0.012000000000000455,0.048511,cubic
0.00039,0,0.25500988163292293,0.012000000000000455,0.047057,cubic
0.29019,24,53.38619275461362,0.3124159999999989,0.005852,cubic
0.391424,32,219.8461538461538,0.18291199999999996,0.000832,cubic
0.444041,36,80.40905770635497,0.11007999999999996,0.008445,cubic
0.53258,44,36.95184665731651,0.15808,0.004278,cubic
0.585349,48,23.174736842105254,0.11007999999999996,0.011731,cubic
0.601725,49,3.3392984574848397,0.06083200000000133,0.018217,cubic
0.610105,50,4.065494887388863,0.06083199999999955,0.014963,cubic
0.618044,51,3.1934484749855403,0.06083199999999955,0.019049,cubic
0.653838,54,4.685556476111597,0.08483200000000046,0.018105,cubic
0.666273,55,11.802871556072867,0.06083199999999955,0.005154,cubic
0.654343,54,5.475306479859927,0.03126400000000018,0.029689,cubic
0.602069,49,1.0737176805287851,0.01283199999999951,0.064366,cubic
0.554315,45,0.5438670848521355,0.012832000000001287,0.059815,cubic
0.518252,42,0.5516055538838289,0.01283199999999951,0.048233,cubic
0.482942,40,1.1983563690698085,0.01283199999999951,0.047256,cubic
0.446553,37,1.3212520593080221,0.01283199999999951,0.048401,cubic
0.409296,33,0.343495822497648,0.012415999999999983,0.049288,cubic
0.374029,30,0.5523178237851886,0.012832000000001287,0.04732,cubic
0.334104,27,0.8591898225644131,0.01283199999999951,0.051921,cubic
0.285115,23,0.8128206752390899,0.01283199999999951,0.061026,cubic
0.243127,20,1.342961800104792,0.012832000000001287,0.054062,cubic
0.20696,17,0.3936463650486663,0.012415999999999983,0.04826,cubic
0.159145,13,0.38651766619475014,0.01283199999999951,0.059824,cubic
0.123332,10,0.27670433019099155,0.012415999999999983,0.047973,cubic
0.083804,6,0.2322161157984452,0.012000000000000455,0.051676,cubic
0.031284,2,0.18632672391035632,0.011999999999998678,0.064403,cubic
0.000509,0,0.25069463304574036,0.012000000000000455,0.047867,cubic
0.000425,0,0.33534540576795363,0.012000000000000455,0.035784,cubic
0.000716,0,0.21422450728364134,0.012000000000000455,0.056016,cubic
0.000338,0,0.24995313378738732,0.011999999999998678,0.048009,cubic
0.000502,0,0.2312985486016163,0.012000000000000455,0.051881,cubic
0.000558,0,0.1863874996116998,0.012000000000000455,0.064382,cubic
0.000647,0,0.2732489297750354,0.012000000000000455,0.043916,cubic
0.000423,0,0.2511773940345092,0.011999999999998678,0.047775,cubic
0.000637,0,0.2490556639409002,0.012000000000000455,0.048182,cubic
0.000455,0,0.2737788323332905,0.012000000000000455,0.043831,cubic
0.000533,0,0.29912505920184596,0.012000000000000455,0.040117,cubic
0.000367,0,0.214872777409685,0.011999999999998678,0.055847,cubic
0.000474,0,0.22990707922215645,0.012000000000000455,0.052195,cubic
0.000609,0,0.24945950440712736,0.012000000000000455,0.048104,cubic
0.000521,0,0.27478189187333596,0.012000000000000455,0.043671,cubic
0.37037,30,186.10641200545695,0.40924799999999983,0.002199,cubic
0.422792,35,11.01265314320131,0.10966399999999865,0.009958,cubic
0.503279,41,79.33727810650939,0.13408000000000087,0.00169,cubic
0.547544,45,6.2164276401564775,0.10966400000000043,0.017641,cubic
0.607601,50,6.111410601976616,0.1088319999999996,0.017808,cubic
0.61651,51,2.833084947839025,0.06083199999999955,0.021472,cubic
0.664772,55,10.4951435355062,0.09724800000000045,0.009266,cubic
0.660922,54,2.4796999836947475,0.06083199999999955,0.024532,cubic
0.689162,57,13.364337515828323,0.11609600000000064,0.008687,cubic
0.628665,52,0.5948175960691379,0.01283199999999951,0.072547,cubic
0.577257,47,1.0507614213198617,0.013248000000000815,0.063457,cubic
0.529343,43,1.0087257291093084,0.01283199999999951,0.060182,cubic
0.493512,40,1.0424892355186863,0.01283199999999951,0.047857,cubic
0.449698,37,1.6284263959390242,0.01283199999999951,0.055778,cubic
0.4097,33,1.0844249133779504,0.012832000000001287,0.052002,cubic
0.377632,31,0.6370773256708904,0.012415999999999983,0.04407,cubic
0.345688,28,3.7630498533722907,0.01283199999999951,0.043981,cubic
0.309973,25,4.181166503746989,0.01283199999999951,0.047861,cubic
0.269806,22,1.815763407386626,0.012832000000001287,0.052106,cubic
0.237922,19,0.4657688412049361,0.012415999999999983,0.043939,cubic
0.189872,15,4.937756243011195,0.013247999999999038,0.060171,cubic
0.161913,13,1.9371980676327765,0.01283199999999951,0.039925,cubic
0.129875,10,0.27097823141541993,0.012000000000000455,0.044284,cubic
0.054068,4,0.13686287480469045,0.012000000000000455,0.087679,cubic
0.000366,0,0.1428741516847298,0.012000000000000455,0.08399,cubic
0.000422,0,0.19999999999997797,0.011999999999998678,0.06,cubic
0.000508,0,0.2699237465416122,0.012000000000000455,0.044457,cubic
0.000506,0,0.2732551519981886,0.012000000000000455,0.043915,cubic
0.000907,0,0.177061661723702,0.012000000000000455,0.067773,cubic
0.000339,0,0.2717883674578429,0.011999999999998678,0.044152,cubic
0.0004,0,0.27466868090367036,0.012000000000000455,0.043689,cubic
0.000727,0,0.27073368829529043,0.012000000000000455,0.044324,cubic
0.001223,0,0.2504591751544593,0.012000000000000455,0.047912,cubic
0.000521,0,0.3019323671497699,0.012000000000000455,0.039744,cubic
0.000626,0,0.22992469966086979,0.012000000000000455,0.052191,cubic
0.000687,0,0.23170943636673622,0.011999999999996902,0.051789,cubic
0.000611,0,0.2705200748438976,0.012000000000000455,0.044359,cubic
0.000445,0,0.24701014800025636,0.012000000000000455,0.048581,cubic
0.000469,0,0.33666255190215616,0.012000000000000455,0.035644,cubic
0.38168,31,126.83942673296293,0.43366400000000027,0.008336,cubic
0.45461,37,47.98854688618499,0.13408000000000087,0.008383,cubic
0.519194,43,26.388405797100813,0.10924799999999735,0.00414,cubic
0.575436,47,13.35248995494974,0.1096640000000022,0.008213,cubic
0.611841,50,8.034713539751483,0.1092480000000009,0.013597,cubic
0.660462,54,91.26817042606295,0.10924799999999735,0.001197,cubic
0.67278,55,6.556529764651591,0.08524799999999999,0.013002,cubic
0.700933,58,9.585536723164095,0.08483200000000224,0.00885,cubic
0.668028,55,4.941506785212593,0.03167999999999793,0.054132,cubic
0.629041,52,0.3741111245028853,0.012416000000001759,0.051007,cubic
0.593035,49,0.6099729048818515,0.01283199999999951,0.048032,cubic
0.565147,46,1.0188978878830801,0.01283199999999951,0.039873,cubic
0.533575,44,0.6105128583371077,0.012416000000001759,0.043766,cubic
0.509342,42,1.5173229277521003,0.01283199999999951,0.036245,cubic
0.465511,38,3.1683950617282743,0.01283199999999951,0.05584,cubic
0.421578,34,1.083509245968041,0.01283199999999951,0.055981,cubic
0.389227,32,0.3866346962288857,0.012415999999998206,0.044412,cubic
0.35297,29,0.6356251238360938,0.012832000000003063,0.048278,cubic
0.313325,25,0.5394996846751948,0.01283199999999951,0.051699,cubic
0.273852,22,0.8586723768736289,0.01283199999999951,0.051549,cubic
0.249823,20,0.46096157415994826,0.012415999999998206,0.036028,cubic
0.193671,16,1.219889502762506,0.013248000000000815,0.068226,cubic
0.137849,11,0.2919419690094232,0.012416000000001759,0.067919,cubic
0.10217,8,0.25155650588014283,0.012000000000000455,0.047703,cubic
0.05803,4,0.21305683291012378,0.011999999999996902,0.056323,cubic
0.021949,1,0.24924706615433492,0.012000000000000455,0.048145,cubic
0.000493,0,0.2513931369673703,0.012000000000000455,0.047734,cubic
0.000433,0,0.29972275645029484,0.012000000000000455,0.040037,cubic
0.000249,0,0.30053344686820244,0.012000000000000455,0.039929,cubic
0.000289,0,0.212348038435003,0.012000000000000455,0.056511,cubic
0.000276,0,0.2756339581036488,0.012000000000000455,0.043536,cubic
0.000286,0,0.2509830168157973,0.011999999999996902,0.047812,cubic
0.000752,0,0.19914698707204898,0.012000000000000455,0.060257,cubic
0.000419,0,0.24807227172183768,0.012000000000000455,0.048373,cubic
0.000513,0,0.2517940324814397,0.012000000000000455,0.047658,cubic
0.000382,0,0.18781694108809324,0.012000000000000455,0.063892,cubic
0.000356,0,0.24931438544004933,0.012000000000000455,0.048132,cubic
0.000268,0,0.21446571229425507,0.012000000000000455,0.055953,cubic
0.000289,0,0.24996875390577125,0.012000000000000455,0.048006,cubic
0.358058,29,41379.55555555529,0.37241599999999764,9e-06,cubic
0.43485,36,20.592204590972045,0.13366399999999956,0.006491,cubic
0.503258,41,53.45627980922185,0.13449600000000217,0.010556,cubic
0.555926,46,15.522426177174852,0.09724800000000045,0.006265,cubic
0.608458,50,7.800186741363187,0.13366399999999956,0.017136,cubic
0.644629,53,4.890861919861556,0.08483199999999869,0.017345,cubic
0.697179,57,197.55515370705407,0.1092480000000009,0.000553,cubic
0.713233,59,10.264004839685262,0.08483199999999869,0.008265,cubic
0.709322,58,48.207792207794284,0.055680000000002394,0.025106,cubic
0.649519,53,0.9979003032894868,0.01283199999999951,0.071807,cubic
0.597861,49,3.129695251593967,0.013247999999997262,0.063757,cubic
0.544837,45,1.3964522799002137,0.012832000000003063,0.065009,cubic
0.486125,40,1.7140639151245003,0.013247999999997262,0.070917,cubic
0.449551,37,1.613073538655319,0.012832000000003063,0.048512,cubic
0.381329,31,3.628594905504591,0.013247999999997262,0.080229,cubic
0.336458,27,1.011588490342886,0.01283199999999951,0.056974,cubic
0.281,23,0.646187934333924,0.012832000000003063,0.067459,cubic
0.241416,19,0.5490800171159397,0.01283199999999951,0.051729,cubic
0.202001,16,0.8828952800329923,0.01283199999999951,0.051448,cubic
0.146147,12,0.5783045653251391,0.01283199999999951,0.067857,cubic
0.081424,6,0.16540552062242564,0.012416000000001759,0.076734,cubic
0.029731,2,0.1877111750719075,0.011999999999996902,0.063928,cubic
0.00106,0,0.2743986097137212,0.012000000000000455,0.043732,cubic
0.000986,0,0.24617909529183415,0.012000000000000455,0.048745,cubic
0.000924,0,0.24824162184527213,0.012000000000000455,0.04834,cubic
0.000474,0,0.3057402736375565,0.012000000000000455,0.039249,cubic
0.000665,0,0.16722641062445762,0.012000000000000455,0.071759,cubic
0.000715,0,0.20875010872402286,0.012000000000000455,0.057485,cubic
0.000556,0,0.2371775867179939,0.011999999999996902,0.050595,cubic
0.000517,0,0.2531538753639183,0.012000000000000455,0.047402,cubic
0.000751,0,0.2113904204907861,0.012000000000000455,0.056767,cubic
